depth,call_time(us)
0,0.4290294647216797
1,0.5481982231140137
2,0.668330192565918
3,0.7987594604492188
4,0.9402799606323242
5,1.0446786880493164
6,1.1605501174926758
7,1.2856602668762207
8,1.409437656402588
9,1.5599989891052246
10,1.6482305526733398
11,1.7419004440307617
12,1.9246506690979006
13,1.9987106323242188
14,2.0774412155151367
15,2.216320037841797
16,2.3598694801330566
17,2.4484872817993164
18,2.5867605209350586
19,2.701711654663086
